GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,RoutersStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,RegionSecurityPoliciesStub,45,3,0,0,9,1,9,1,9,1
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,SubnetworksStub,100,3,0,0,20,1,20,1,20,1
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,DisksStubSettings,28,223,1,1,7,69,5,30,4,30
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,HttpJsonRegionCommitmentsCallableFactory,10,34,0,0,2,10,2,4,2,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,RegionUrlMapsStubSettings.Builder,90,477,0,0,20,181,4,16,4,16
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,ZoneOperationsStubSettings,28,87,1,1,7,34,5,14,4,14
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,HttpJsonRegionInstanceGroupsCallableFactory,10,34,0,0,2,10,2,4,2,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,HttpJsonSslPoliciesCallableFactory,10,34,0,0,2,10,2,4,2,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,RegionCommitmentsStub,45,3,0,0,9,1,9,1,9,1
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,HttpJsonFirewallsCallableFactory,10,34,0,0,2,10,2,4,2,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,ImagesStubSettings.Builder,123,610,0,0,25,229,4,21,4,21
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,RegionTargetHttpsProxiesStubSettings.Builder,95,526,0,0,22,205,4,17,4,17
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,InterconnectsStubSettings.Builder,78,407,0,0,18,151,4,14,4,14
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,HttpJsonNodeTemplatesCallableFactory,10,34,0,0,2,10,2,4,2,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,RegionCommitmentsStubSettings,28,119,1,1,7,42,5,17,4,17
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,ReservationsStubSettings.Builder,111,541,0,0,23,199,4,19,4,19
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,RegionNetworkFirewallPoliciesStub,135,3,0,0,27,1,27,1,27,1
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,SecurityPoliciesStubSettings,28,199,1,1,7,63,5,27,4,27
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,HttpJsonRoutesCallableFactory,10,34,0,0,2,10,2,4,2,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,RegionNetworkEndpointGroupsStubSettings.Builder,59,316,0,0,15,115,4,11,4,11
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,TargetHttpProxiesStub,65,3,0,0,13,1,13,1,13,1
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,RegionNotificationEndpointsStubSettings.Builder,59,316,0,0,15,115,4,11,4,11
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,HttpJsonHealthChecksStub,160,831,15,15,41,327,28,38,13,38
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,DisksStubSettings.Builder,152,756,0,0,31,289,4,25,4,25
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,HttpJsonSecurityPoliciesStub,213,1252,22,22,52,502,37,56,15,56
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,HttpJsonAcceleratorTypesStub,124,326,11,11,33,132,20,18,9,18
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,GlobalForwardingRulesStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,3,0,2,0,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,HttpJsonInterconnectsStub,109,681,8,8,29,273,19,33,11,33
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,ServiceAttachmentsStubSettings.Builder,99,471,0,0,21,169,4,17,4,17
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,GlobalForwardingRulesStubSettings.new PagedListDescriptor() {...},18,14,1,1,8,5,4,4,3,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,SnapshotsStubSettings,28,143,1,1,7,47,5,21,4,21
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,HttpJsonSubnetworksCallableFactory,10,34,0,0,2,10,2,4,2,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,HttpJsonRegionInstanceGroupsStub,126,489,11,11,33,192,21,23,10,23
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,InstanceGroupManagersStub,195,3,0,0,39,1,39,1,39,1
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,NodeTypesStub,25,3,0,0,5,1,5,1,5,1
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,NetworkEdgeSecurityServicesStubSettings.Builder,71,386,0,0,17,145,4,13,4,13
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,HttpJsonForwardingRulesStub,169,1038,16,16,43,393,30,43,14,43
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,HttpJsonInterconnectLocationsCallableFactory,31,13,0,0,9,3,3,3,3,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,HttpJsonGlobalAddressesStub,100,473,7,7,27,185,17,24,10,24
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,InstanceTemplatesStubSettings.new PagedListDescriptor() {...},18,14,1,1,6,5,4,4,3,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,RegionBackendServicesStubSettings,28,143,1,1,7,48,5,21,4,21
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,InstanceTemplatesStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,3,0,2,0,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,ZoneOperationsStub,30,3,0,0,6,1,6,1,6,1
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,AcceleratorTypesStubSettings,28,89,1,1,7,35,5,13,4,13
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,HttpJsonLicenseCodesStub,47,203,0,0,15,84,7,14,7,14
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,DiskTypesStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,DiskTypesStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,HttpJsonAcceleratorTypesCallableFactory,31,13,0,0,9,3,3,3,3,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,DiskTypesStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,DiskTypesStubSettings.new PagedListDescriptor() {...},18,15,1,1,6,5,4,4,3,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,ResourcePoliciesStubSettings,28,143,1,1,7,48,5,20,4,20
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,MachineImagesStubSettings.Builder,80,379,0,0,18,133,4,14,4,14
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,HttpJsonPublicDelegatedPrefixesStub,151,752,14,14,39,288,26,33,12,33
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,RegionUrlMapsStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,TargetVpnGatewaysStubSettings.Builder,66,338,0,0,16,121,4,12,4,12
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,InterconnectLocationsStubSettings,28,73,1,1,7,31,5,12,4,12
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,RegionUrlMapsStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,ProjectsStub,120,3,0,0,24,1,24,1,24,1
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,ProjectsStubSettings.new PagedListDescriptor() {...},18,14,1,1,6,5,4,4,3,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,ServiceAttachmentsStub,70,3,0,0,14,1,14,1,14,1
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,HttpJsonInstanceGroupManagersCallableFactory,10,34,0,0,2,10,2,4,2,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,InstanceGroupsStubSettings.Builder,109,570,0,0,23,217,4,19,4,19
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,AcceleratorTypesStubSettings.Builder,42,173,0,0,12,52,4,8,4,8
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,ProjectsStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,5,0,2,0,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,AcceleratorTypesStubSettings.new PagedListDescriptor() {...},18,15,1,1,8,5,4,4,3,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,ProjectsStubSettings.new PagedListDescriptor() {...},18,14,1,1,6,5,4,4,3,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,RegionBackendServicesStubSettings.Builder,90,477,0,0,20,181,4,16,4,16
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,ZonesStub,15,3,0,0,3,1,3,1,3,1
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,ProjectsStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,TargetHttpsProxiesStubSettings,28,199,1,1,7,63,5,27,4,27
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,AcceleratorTypesStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,3,0,2,0,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,InstanceTemplatesStubSettings.Builder,80,379,0,0,18,133,4,14,4,14
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,TargetGrpcProxiesStubSettings.Builder,71,386,0,0,17,145,4,13,4,13
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,AcceleratorTypesStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,AcceleratorTypesStubSettings.new PagedListDescriptor() {...},18,14,1,1,6,5,4,4,3,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,InstancesStubSettings,28,687,1,1,7,201,5,87,4,87
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,InterconnectAttachmentsStubSettings,28,135,1,1,7,46,5,19,4,19
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,NodeTypesStubSettings,28,89,1,1,7,34,5,13,4,13
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,ImageFamilyViewsStubSettings,28,57,1,1,7,28,5,11,4,11
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,ZonesStubSettings.Builder,35,151,0,0,11,46,4,7,4,7
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,RegionNotificationEndpointsStub,35,3,0,0,7,1,7,1,7,1
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,HttpJsonRegionBackendServicesStub,118,885,9,9,31,338,21,38,12,38
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,MachineTypesStubSettings.new PagedListDescriptor() {...},18,15,1,1,8,5,4,4,3,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,NodeTemplatesStubSettings.Builder,87,401,0,0,19,139,4,15,4,15
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,MachineTypesStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,MachineTypesStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,MachineTypesStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,RegionNotificationEndpointsStubSettings,28,103,1,1,7,38,5,16,4,16
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,MachineTypesStub,25,3,0,0,5,1,5,1,5,1
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,HttpJsonInstanceGroupsStub,204,1149,21,21,51,439,36,47,15,47
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,VpnGatewaysStub,65,3,0,0,13,1,13,1,13,1
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,GlobalPublicDelegatedPrefixesStub,45,3,0,0,9,1,9,1,9,1
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,InstancesStubSettings.Builder,597,2750,0,0,101,1081,4,82,4,82
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,HttpJsonInstanceGroupManagersStub,343,2643,38,38,83,998,64,100,26,100
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,HttpJsonNetworkEdgeSecurityServicesStub,135,660,12,12,36,251,23,29,11,29
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,RegionInstanceGroupsStubSettings,28,103,1,1,7,38,5,15,4,15
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,HttpJsonRegionInstancesCallableFactory,10,34,0,0,2,10,2,4,2,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,HttpJsonPacketMirroringsCallableFactory,10,34,0,0,2,10,2,4,2,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,RegionOperationsStubSettings,28,87,1,1,7,34,5,14,4,14
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,FirewallsStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,FirewallsStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,InterconnectAttachmentsStubSettings.Builder,78,408,0,0,18,151,4,14,4,14
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,RegionNetworkFirewallPoliciesStubSettings,28,263,1,1,7,79,5,36,4,36
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,GlobalOperationsStubSettings.Builder,56,240,0,0,14,73,4,10,4,10
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,PacketMirroringsStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,3,0,2,0,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,PublicAdvertisedPrefixesStubSettings,28,119,1,1,7,42,5,18,4,18
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,HttpJsonInterconnectAttachmentsCallableFactory,10,34,0,0,2,10,2,4,2,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,TargetGrpcProxiesStubSettings,28,119,1,1,7,42,5,18,4,18
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,PacketMirroringsStubSettings.new PagedListDescriptor() {...},18,14,1,1,6,5,4,4,3,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,PacketMirroringsStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,PacketMirroringsStubSettings.new PagedListDescriptor() {...},18,15,1,1,8,5,4,4,3,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,InterconnectLocationsStubSettings.Builder,35,151,0,0,11,46,4,7,4,7
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,HttpJsonMachineTypesCallableFactory,31,13,0,0,9,3,3,3,3,3
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,GlobalOperationsStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,GlobalOperationsStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,InstancesStubSettings.new PagedListDescriptor() {...},18,15,1,1,6,5,4,4,3,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,GlobalOperationsStubSettings.new PagedListDescriptor() {...},18,14,1,1,6,5,4,4,3,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,InstancesStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,InstancesStubSettings.new PagedListDescriptor() {...},18,14,1,1,6,5,4,4,3,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,GlobalOperationsStubSettings.new PagedListDescriptor() {...},18,15,1,1,8,5,4,4,3,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,HttpJsonRegionUrlMapsStub,118,885,9,9,31,330,21,38,12,38
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,InstancesStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,InstancesStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,InstancesStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,HttpJsonInstanceTemplatesStub,107,718,8,8,29,294,18,36,10,36
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,TargetPoolsStubSettings,28,207,1,1,7,65,5,28,4,28
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,HttpJsonRegionInstancesStub,56,187,1,1,17,68,9,11,8,11
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,AutoscalersStub,65,3,0,0,13,1,13,1,13,1
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,RegionNetworkEndpointGroupsStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,3,0,2,0,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,RegionNetworkEndpointGroupsStubSettings.new PagedListDescriptor() {...},18,14,1,1,8,5,4,4,3,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,LicensesStub,50,3,0,0,10,1,10,1,10,1
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,FirewallPoliciesStub,145,3,0,0,29,1,29,1,29,1
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,RegionInstanceGroupsStubSettings.Builder,54,268,0,0,14,91,4,10,4,10
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,BackendServicesStub,110,3,0,0,22,1,22,1,22,1
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,SubnetworksStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,SubnetworksStubSettings.new PagedListDescriptor() {...},18,15,1,1,8,5,4,4,3,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,SubnetworksStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,SubnetworksStubSettings.new PagedListDescriptor() {...},18,14,1,1,6,5,4,4,3,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,HttpJsonSslPoliciesStub,141,690,13,13,35,272,24,33,11,33
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,InstanceGroupManagersStubSettings.Builder,257,1270,0,0,48,501,4,39,4,39
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,HttpJsonTargetTcpProxiesStub,118,733,9,9,31,290,21,34,12,34
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,HttpJsonNetworksCallableFactory,10,34,0,0,2,10,2,4,2,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,HttpJsonRoutersCallableFactory,10,34,0,0,2,10,2,4,2,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,ExternalVpnGatewaysStubSettings.Builder,78,407,0,0,18,151,4,14,4,14
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,RoutersStubSettings,28,183,1,1,7,57,5,24,4,24
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,RoutesStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,MachineImagesStub,50,3,0,0,10,1,10,1,10,1
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,PublicDelegatedPrefixesStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,SubnetworksStubSettings.Builder,132,635,0,0,27,235,4,22,4,22
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,PublicDelegatedPrefixesStubSettings.new PagedListDescriptor() {...},18,14,1,1,8,5,4,4,3,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,PublicDelegatedPrefixesStubSettings.new PagedListDescriptor() {...},18,15,1,1,8,5,4,4,3,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,NetworkFirewallPoliciesStubSettings,28,255,1,1,7,77,5,35,4,35
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,RegionNetworkFirewallPoliciesStubSettings.Builder,202,949,0,0,35,361,4,31,4,31
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,SubnetworksStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,SubnetworksStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,BackendBucketsStubSettings,28,183,1,1,7,60,5,26,4,26
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,RegionInstanceGroupManagersStub,185,3,0,0,37,1,37,1,37,1
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,PublicDelegatedPrefixesStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,3,0,2,0,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,HttpJsonTargetGrpcProxiesStub,109,603,8,8,29,239,19,29,11,29
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,RoutesStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,RegionHealthCheckServicesStub,45,3,0,0,9,1,9,1,9,1
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,RoutersStubSettings.Builder,111,542,0,0,23,199,4,19,4,19
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,NetworkEdgeSecurityServicesStub,45,3,0,0,9,1,9,1,9,1
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,ReservationsStub,80,3,0,0,16,1,16,1,16,1
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,HttpJsonNetworksStub,198,1307,20,20,47,509,36,57,16,57
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,HttpJsonRegionNetworkEndpointGroupsStub,100,511,7,7,27,194,17,24,10,24
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,HttpJsonTargetTcpProxiesCallableFactory,10,34,0,0,2,10,2,4,2,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,HttpJsonRegionDiskTypesStub,82,228,5,5,23,90,13,14,8,14
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,RegionDisksStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,RegionDisksStubSettings.new PagedListDescriptor() {...},18,14,1,1,4,5,4,4,3,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,InstanceGroupManagersStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,5,0,2,0,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,RegionSslCertificatesStub,35,3,0,0,7,1,7,1,7,1
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,HttpJsonSslCertificatesStub,142,571,13,13,37,229,24,28,11,28
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,RegionInstanceGroupManagersStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,5,0,2,0,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,RegionInstanceGroupManagersStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,4,0,2,0,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,RegionDisksStubSettings.Builder,142,731,0,0,30,283,4,24,4,24
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,RegionInstanceGroupManagersStubSettings.new PagedListResponseFactory() {...},0,13,0,0,0,5,0,2,0,2
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,HttpJsonImageFamilyViewsStub,47,127,0,0,15,49,7,10,7,10
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,RegionInstanceGroupManagersStubSettings.new PagedListDescriptor() {...},18,14,1,1,8,5,4,4,3,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,RegionInstanceGroupManagersStubSettings.new PagedListDescriptor() {...},18,14,1,1,8,5,4,4,3,4
CoverageAggregator/google-cloud-compute,com.google.cloud.compute.v1.stub,RegionInstanceGroupManagersStubSettings.new PagedListDescriptor() {...},18,14,1,1,8,5,4,4,3,4
